employeeId,firstName,lastName,middleName,email,role,departmentCode,departmentName,positionCode,positionTitle,levelName,levelRank,basicSalary,currency,payFrequency,employmentType,employmentStatus,workLocation,hireDate,reportToEmployeeId
EMP-05138,Sofia,Manalo,,sofia.manalo.5138@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,92277,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-08-26,EMP-05049
EMP-05139,Mark,Bautista,,mark.bautista.5139@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,114051,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2024-12-20,EMP-05047
EMP-05140,Miguel,Fernandez,,miguel.fernandez.5140@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,67374,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2022-12-20,EMP-05058
EMP-05141,Maria,Mendoza,Grace,maria.mendoza.5141@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,110768,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2024-02-25,EMP-05076
EMP-05142,Kevin,Aquino,,kevin.aquino.5142@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,77306,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2022-05-15,EMP-05022
EMP-05143,Rafael,Soriano,Angela,rafael.soriano.5143@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,67985,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2023-08-05,EMP-05099
EMP-05144,Mark,Castro,Juan,mark.castro.5144@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,84645,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-01-14,EMP-05095
EMP-05145,Jose,Gonzales,,jose.gonzales.5145@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,103600,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2024-12-21,EMP-05043
EMP-05146,Sofia,Torres,,sofia.torres.5146@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,64553,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-02-06,EMP-05041
EMP-05147,Jose,Vargas,,jose.vargas.5147@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,103977,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2024-07-09,EMP-05022
EMP-05148,Nicole,Soriano,,nicole.soriano.5148@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,92090,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2022-01-04,EMP-05085
EMP-05149,Camille,Reyes,Camille,camille.reyes.5149@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,96845,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-07-08,EMP-05095
EMP-05150,Miguel,Pascual,Daniel,miguel.pascual.5150@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,92284,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2024-06-18,EMP-05063
EMP-05151,Nicole,Aquino,,nicole.aquino.5151@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,67160,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2022-08-13,EMP-05071
EMP-05152,Rafael,Castro,,rafael.castro.5152@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,77773,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2022-06-27,EMP-05043
EMP-05153,Camille,Fernandez,,camille.fernandez.5153@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,64855,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2024-08-03,EMP-05054
EMP-05154,John,Fernandez,,john.fernandez.5154@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,107642,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2022-04-08,EMP-05059
EMP-05155,Sofia,Aquino,Nicole,sofia.aquino.5155@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,93125,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2024-07-19,EMP-05039
EMP-05156,Jose,Fernandez,,jose.fernandez.5156@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,95974,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-02-01,EMP-05021
EMP-05157,Miguel,Torres,,miguel.torres.5157@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,118481,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2024-03-28,EMP-05094
EMP-05158,Carlos,Mendoza,,carlos.mendoza.5158@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,71458,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2022-10-11,EMP-05096
EMP-05159,Sofia,Hernandez,,sofia.hernandez.5159@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,82671,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2025-09-27,EMP-05093
EMP-05160,Carlos,Santos,Daniel,carlos.santos.5160@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,88559,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2024-07-26,EMP-05027
EMP-05161,Grace,Garcia,,grace.garcia.5161@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,67971,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2023-09-03,EMP-05094
EMP-05162,Ana,Santos,Patricia,ana.santos.5162@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,69900,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2023-02-03,EMP-05083
EMP-05163,Daniel,Torres,Daniel,daniel.torres.5163@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,91815,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2023-11-15,EMP-05044
EMP-05164,Ana,Fernandez,Angela,ana.fernandez.5164@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,87836,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-05-19,EMP-05098
EMP-05165,Ana,Bautista,Rafael,ana.bautista.5165@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,78205,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2022-09-17,EMP-05035
EMP-05166,Mark,Flores,Patricia,mark.flores.5166@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,99978,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2021-01-28,EMP-05056
EMP-05167,Juan,Santos,,juan.santos.5167@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,69936,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2021-09-20,EMP-05099
EMP-05168,Sofia,Lopez,,sofia.lopez.5168@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,99083,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-06-05,EMP-05077
EMP-05169,Jose,Manalo,Jose,jose.manalo.5169@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,94336,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-04-16,EMP-05031
EMP-05170,Daniel,Ramos,,daniel.ramos.5170@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,71802,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-11-25,EMP-05025
EMP-05171,Sofia,Soriano,James,sofia.soriano.5171@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,104455,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2023-07-17,EMP-05093
EMP-05172,Sofia,Gonzales,Patricia,sofia.gonzales.5172@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,108514,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2023-12-21,EMP-05082
EMP-05173,Nicole,Soriano,,nicole.soriano.5173@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,93099,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2024-10-15,EMP-05094
EMP-05174,Jose,Aquino,,jose.aquino.5174@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,105118,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2021-05-02,EMP-05040
EMP-05175,Mark,Mendoza,Carlos,mark.mendoza.5175@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,110902,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2023-01-23,EMP-05068
EMP-05176,Daniel,Torres,Patricia,daniel.torres.5176@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,110901,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2024-11-25,EMP-05063
EMP-05177,Kevin,Vargas,Ana,kevin.vargas.5177@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,102722,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2024-10-20,EMP-05038
EMP-05178,James,Cruz,John,james.cruz.5178@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,76192,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2025-01-01,EMP-05047
EMP-05179,Isabella,Bautista,,isabella.bautista.5179@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,84937,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2024-09-14,EMP-05073
EMP-05180,Carlos,Reyes,,carlos.reyes.5180@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,112351,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2025-09-12,EMP-05090
EMP-05181,Mark,Bautista,,mark.bautista.5181@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,80772,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-01-13,EMP-05071
EMP-05182,Grace,Mendoza,John,grace.mendoza.5182@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,92744,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-02-09,EMP-05054
EMP-05183,James,Lopez,Juan,james.lopez.5183@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,86353,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2023-08-08,EMP-05067
EMP-05184,Rafael,Pascual,Grace,rafael.pascual.5184@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,76780,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-07-27,EMP-05037
EMP-05185,Grace,Mendoza,,grace.mendoza.5185@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,65720,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2022-11-21,EMP-05065
EMP-05186,Patricia,Garcia,Daniel,patricia.garcia.5186@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,93195,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2023-06-12,EMP-05021
EMP-05187,Isabella,Gonzales,,isabella.gonzales.5187@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,107674,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2022-11-12,EMP-05038
EMP-05188,John,Garcia,,john.garcia.5188@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,102424,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-07-18,EMP-05065
EMP-05189,Kevin,Torres,Nicole,kevin.torres.5189@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,88839,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2023-06-27,EMP-05029
EMP-05190,Daniel,Torres,,daniel.torres.5190@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,119351,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2023-07-21,EMP-05067
EMP-05191,Patricia,Lopez,,patricia.lopez.5191@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,85548,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-12-18,EMP-05083
EMP-05192,Rafael,Flores,Camille,rafael.flores.5192@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,90580,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2025-05-02,EMP-05070
EMP-05193,Nicole,Gonzales,,nicole.gonzales.5193@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,64344,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2022-11-15,EMP-05087
EMP-05194,Nicole,Flores,,nicole.flores.5194@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,84374,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-07-21,EMP-05044
EMP-05195,James,Gonzales,,james.gonzales.5195@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,108518,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2024-04-27,EMP-05028
EMP-05196,Ana,Gonzales,Rafael,ana.gonzales.5196@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,101322,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2023-10-03,EMP-05041
EMP-05197,Rafael,Pascual,Angela,rafael.pascual.5197@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,115720,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2024-03-08,EMP-05095
EMP-05198,Rafael,Bautista,,rafael.bautista.5198@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,113419,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2022-12-04,EMP-05097
EMP-05199,Miguel,Pascual,,miguel.pascual.5199@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,73783,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2024-01-23,EMP-05064
EMP-05200,James,Flores,,james.flores.5200@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,86133,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2024-04-19,EMP-05021
EMP-05201,Jose,Hernandez,,jose.hernandez.5201@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,100599,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2024-01-19,EMP-05075
EMP-05202,Christine,Manalo,Nicole,christine.manalo.5202@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,73655,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2023-10-21,EMP-05078
EMP-05203,Sofia,Ramos,,sofia.ramos.5203@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,98277,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2025-07-08,EMP-05033
EMP-05204,Maria,Garcia,,maria.garcia.5204@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,72943,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2024-09-14,EMP-05053
EMP-05205,Grace,Hernandez,,grace.hernandez.5205@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,85728,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2023-11-17,EMP-05036
EMP-05206,Camille,Flores,,camille.flores.5206@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,60179,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-10-19,EMP-05071
EMP-05207,Daniel,Fernandez,,daniel.fernandez.5207@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,75371,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-01-19,EMP-05066
EMP-05208,Sofia,Soriano,Christine,sofia.soriano.5208@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,73412,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2024-12-03,EMP-05049
EMP-05209,Juan,Pascual,,juan.pascual.5209@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,75202,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-01-10,EMP-05048
EMP-05210,Daniel,Pascual,,daniel.pascual.5210@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,106060,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2023-12-19,EMP-05089
EMP-05211,Christine,Gonzales,,christine.gonzales.5211@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,108809,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2022-10-05,EMP-05057
EMP-05212,Miguel,Soriano,,miguel.soriano.5212@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,81938,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2024-03-12,EMP-05022
EMP-05213,John,Fernandez,,john.fernandez.5213@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,73262,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2021-12-13,EMP-05089
EMP-05214,Christine,Garcia,,christine.garcia.5214@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,103284,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2021-09-28,EMP-05086
EMP-05215,Sofia,Manalo,,sofia.manalo.5215@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,62921,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2022-10-27,EMP-05095
EMP-05216,Angela,Soriano,,angela.soriano.5216@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,82732,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2022-10-23,EMP-05049
EMP-05217,Angela,Santos,,angela.santos.5217@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,91056,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-06-03,EMP-05089
EMP-05218,Jose,Cruz,Jose,jose.cruz.5218@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,83387,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-06-18,EMP-05042
EMP-05219,Kevin,Ramos,,kevin.ramos.5219@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,107696,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2023-12-26,EMP-05064
EMP-05220,Patricia,Santos,Grace,patricia.santos.5220@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,93110,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2022-12-19,EMP-05028
EMP-05221,John,Rivera,,john.rivera.5221@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,103687,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2022-05-19,EMP-05037
EMP-05222,James,Reyes,Maria,james.reyes.5222@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,92894,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-09-16,EMP-05059
EMP-05223,Mark,Mendoza,,mark.mendoza.5223@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,107865,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2024-06-23,EMP-05033
EMP-05224,Isabella,Hernandez,,isabella.hernandez.5224@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,104098,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2023-07-11,EMP-05088
EMP-05225,Christine,Lopez,,christine.lopez.5225@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,72908,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2021-08-08,EMP-05045
EMP-05226,Grace,Garcia,Christine,grace.garcia.5226@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,66108,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2022-11-19,EMP-05077
EMP-05227,Daniel,Manalo,,daniel.manalo.5227@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,90796,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-02-06,EMP-05021
EMP-05228,Nicole,Aquino,,nicole.aquino.5228@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,78761,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2025-07-17,EMP-05037
EMP-05229,Juan,Manalo,,juan.manalo.5229@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,60004,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-04-03,EMP-05023
EMP-05230,Rafael,Hernandez,,rafael.hernandez.5230@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,105613,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2025-07-12,EMP-05028
EMP-05231,Camille,Castro,,camille.castro.5231@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,108288,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2023-10-17,EMP-05038
EMP-05232,Patricia,Hernandez,,patricia.hernandez.5232@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,117721,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2025-08-01,EMP-05032
EMP-05233,Camille,Cruz,,camille.cruz.5233@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,110056,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2022-10-28,EMP-05076
EMP-05234,John,Pascual,,john.pascual.5234@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,81011,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-01-09,EMP-05089
EMP-05235,Carlos,Mendoza,,carlos.mendoza.5235@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,70342,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2025-01-07,EMP-05044
EMP-05236,Jose,Torres,,jose.torres.5236@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,94859,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2024-03-27,EMP-05095
EMP-05237,Carlos,Cruz,Mark,carlos.cruz.5237@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,83577,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-11-04,EMP-05023
EMP-05238,Maria,Hernandez,Ana,maria.hernandez.5238@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,119426,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2023-08-22,EMP-05037
EMP-05239,John,Mendoza,,john.mendoza.5239@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,115948,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-05-13,EMP-05092
EMP-05240,Camille,Vargas,,camille.vargas.5240@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,111762,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2024-11-23,EMP-05026
EMP-05241,Isabella,Vargas,,isabella.vargas.5241@example.com,Senior Operations Specialist,OPS,Operations Department,OPS-SR,Senior Operations Specialist,Senior,3,119105,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2021-08-14,EMP-05080
